6.648484867667154e+19,6.549546790828177e+27,3,6,5,1171238400
6.648485084868153e+19,6.549546790828177e+27,1,2,4,1317427200
6.648484866884887e+19,6.549546790828177e+27,0,0,5,1127606400
6.648484850718858e+19,6.549546790828177e+27,3,7,4,1086307200
6.648484875884872e+19,6.549546790828177e+27,13,18,5,1169769600
6.648484865557889e+19,6.549546790828177e+27,0,4,4,1114387200
6.648484865758784e+19,6.549546790828177e+27,3,5,5,1167091200
6.648484866884887e+19,6.549546790828177e+27,1,2,5,1165017600
6.648484848528275e+19,6.549546790828177e+27,0,2,5,1105660800
6.648484848528275e+19,6.549546790828177e+27,3,3,5,1086220800
6.648484848528275e+19,6.549546790828177e+27,7,7,5,1085097600
6.64848485590698e+19,6.549546790828177e+27,4,7,5,1123200000
6.64848485590698e+19,6.549546790828177e+27,1,1,5,1236124800
5.451484951505353e+19,6.549546790828177e+27,5,6,5,1130803200
6.648484848528275e+19,6.549546790828177e+27,3,3,5,1080691200
6.64848484853557e+19,6.549546790828177e+27,1,2,5,1137801600
6.64848484853557e+19,6.549546790828177e+27,0,3,5,1084492800
6.648484869905556e+19,6.549546790828177e+27,2,2,5,1159401600
6.648484956487381e+19,6.549546790828177e+27,4,4,4,1111276800
6.648484865515272e+19,6.549546790828177e+27,1,9,3,1092009600
6.648485154558484e+19,6.549546790828177e+27,4,5,5,1190592000
6.648485155707067e+19,6.549546790828177e+27,0,0,5,1350777600
6.648484848557454e+19,6.549546790828177e+27,2,3,5,1156982400
6.648484865855786e+19,6.549546790828177e+27,1,1,4,1144108800
6.648485748888072e+19,6.549546790828177e+27,3,5,4,1143331200
6.64848555750689e+19,6.549546790828177e+27,5,8,5,1095724800
6.648484949708481e+19,6.549546790828177e+27,0,2,5,1105660800
6.648484848545187e+19,6.549546790828177e+27,6,7,5,1141603200
6.648484850867557e+19,6.549546790828177e+27,5,7,5,1099267200
6.648484848526778e+19,6.549546790828177e+27,1,2,5,1101340800
6.648484848545783e+19,6.549546790828177e+27,0,0,4,1120435200
6.648484848535666e+19,6.549546790828177e+27,1,3,3,1116892800
6.648484848528966e+19,6.549546790828177e+27,2,2,5,1089072000
6.648484848537854e+19,6.549546790828177e+27,3,4,4,1136160000
6.648484848528966e+19,6.549546790828177e+27,1,1,5,1253577600
6.648484848537854e+19,6.549546790828177e+27,1,1,5,1093305600
6.648484848565383e+19,6.549546790828177e+27,0,0,5,1197676800
6.648484848565383e+19,6.549546790828177e+27,0,2,5,1143849600
6.648484848528966e+19,6.549546790828177e+27,9,9,5,1122595200
6.648484848526778e+19,6.549546790828177e+27,4,6,5,1101772800
6.648484854745056e+19,6.549546790828177e+27,17,20,5,1131408000
6.648484848526778e+19,6.549546790828177e+27,8,8,5,1099785600
6.648484848526778e+19,6.549546790828177e+27,2,2,4,1120176000
6.648484848526778e+19,6.549546790828177e+27,1,1,5,1132531200
6.648484849496791e+19,6.549546790828177e+27,0,0,5,1096329600
6.648484980518366e+19,6.549546790828177e+27,4,4,4,1271116800
6.648484850867653e+19,6.549546790828177e+27,1,2,5,1097452800
6.648484848526778e+19,6.549546790828177e+27,2,6,5,1105401600
6.648484848526778e+19,6.549546790828177e+27,3,5,5,1100304000
6.64848484889697e+19,6.549546790828177e+27,1,3,5,1083369600
6.648484848526778e+19,6.549546790828177e+27,0,1,5,1105056000
6.648484848526778e+19,6.549546790828177e+27,3,7,5,1124841600
6.648484878794989e+19,6.549546790828177e+27,2,6,4,1191974400
6.648484849507656e+19,6.549546790828177e+27,4,5,5,1084665600
6.648484848528966e+19,6.549546790828177e+27,0,0,5,1125273600
6.648484848528966e+19,6.549546790828177e+27,3,4,5,1086652800
6.648484870845584e+19,6.549546790828177e+27,1,3,5,1195344000
6.648484848528966e+19,6.549546790828177e+27,3,4,5,1086652800
6.648484848528966e+19,6.549546790828177e+27,1,1,5,1188864000
6.648484848528966e+19,6.549546790828177e+27,1,1,5,1117152000
6.648484848526778e+19,6.549546790828177e+27,5,6,5,1168992000
5.451485054524957e+19,6.549546790828177e+27,0,0,5,1118880000
6.648484848526778e+19,6.549546790828177e+27,0,1,4,1102896000
6.648484848526778e+19,6.549546790828177e+27,0,0,3,1183680000
6.648484848526778e+19,6.549546790828177e+27,4,4,5,1132790400
6.648484848526778e+19,6.549546790828177e+27,5,6,5,1168992000
6.648484848526778e+19,6.549546790828177e+27,3,4,5,1133481600
6.648484848526778e+19,6.549546790828177e+27,0,0,5,1096329600
6.648484848526778e+19,6.549546790828177e+27,4,4,5,1122940800
6.648484848537489e+19,6.549546790828177e+27,2,7,5,1093564800
6.648484848538987e+19,6.549546790828177e+27,2,2,5,1099267200
6.648484848526778e+19,6.549546790828177e+27,2,2,5,1101600000
6.648484848526778e+19,6.549546790828177e+27,1,1,5,1232409600
6.648484848537489e+19,6.549546790828177e+27,2,4,5,1120521600
6.648484848526778e+19,6.549546790828177e+27,2,2,5,1125100800
6.648484848526778e+19,6.549546790828177e+27,0,1,5,1312761600
6.648484848504989e+19,6.549546790828177e+27,0,0,5,1149292800
